address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"1600 Schoolhouse Way, 
San Marcos, CA  92078",San Marcos,San Marcos Unified School District,706,0634880,1850,(760) 290-2828,6-8,13780,8,33.100895,-117.19734,San Elijo Middle School,063488011403,https://www.greatschools.org/california/san-marcos/13780-San-Elijo-Middle-School/?s_cid=gsapi,(760) 290-2800,https://www.greatschools.org/school/rating.page?state=CA&id=13780&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13780&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/13780,CA,public,www.smusd.org
"1 Tiger Way, 
San Marcos, CA  92069",San Marcos,San Marcos Unified School District,706,0634880,930,(760) 736-2213,K-5,6265,4,33.139797,-117.16962,San Marcos Elementary School,063488005892,https://www.greatschools.org/california/san-marcos/6265-San-Marcos-Elementary-School/?s_cid=gsapi,(760) 290-2430,https://www.greatschools.org/school/rating.page?state=CA&id=6265&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6265&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6265,CA,public,http://www.smusd.org
"1615 San Marcos Boulevard, 
San Marcos, CA  92078",San Marcos,San Marcos Unified School District,706,0634880,2776,(760) 736-8275,9-12,6266,8,33.13124,-117.20544,San Marcos High School,063488005893,https://www.greatschools.org/california/san-marcos/6266-San-Marcos-High-School/?s_cid=gsapi,(760) 290-2200,https://www.greatschools.org/school/rating.page?state=CA&id=6266&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6266&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6266,CA,public,www.smusd.org
"650 West Mission Road, 
San Marcos, CA  92069",San Marcos,San Marcos Unified School District,706,0634880,1331,(760) 744-0893,6-8,6267,4,33.145645,-117.17491,San Marcos Middle School,063488005894,https://www.greatschools.org/california/san-marcos/6267-San-Marcos-Middle-School/?s_cid=gsapi,(760) 290-2500,https://www.greatschools.org/school/rating.page?state=CA&id=6267&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6267&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6267,CA,public,www.smusd.org
"3710 Del Mar Heights Road, 
San Diego, CA  92130",San Diego,San Dieguito Union High,704,0634380,2752,(760) 481-0098,9-12,6091,9,32.958443,-117.2249,Torrey Pines High School,063438005579,https://www.greatschools.org/california/san-diego/6091-Torrey-Pines-High-School/?s_cid=gsapi,(858) 755-0125,https://www.greatschools.org/school/rating.page?state=CA&id=6091&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6091&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6091,CA,public,http://tp.sduhsd.net/
"8501 Pueblo Road, 
Lakeside, CA  92040",Lakeside,Lakeside Union Elementary School District,692,0620790,368,(619) 390-2695,K-1,5948,,32.83146,-116.93047,Winter Gardens Elementary School,062079002499,https://www.greatschools.org/california/lakeside/5948-Winter-Gardens-Elementary-School/?s_cid=gsapi,(619) 390-2687,https://www.greatschools.org/school/rating.page?state=CA&id=5948&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5948&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5948,CA,public,www.lsusd.net
"15305 Rockwood Road, 
Escondido, CA  92027",Escondido,San Pasqual Union Elementary,708,0635040,553,(760) 745-2473,K-8,6276,7,33.11144,-117.01126,San Pasqual Union Elementary School,063504005928,https://www.greatschools.org/california/escondido/6276-San-Pasqual-Union-Elementary-School/?s_cid=gsapi,(760) 745-4931,https://www.greatschools.org/school/rating.page?state=CA&id=6276&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6276&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6276,CA,public,www.sanpasqualunion.net
"4200 Parks Avenue, 
La Mesa, CA  91941",La Mesa,La Mesa-Spring Valley School District,694,0620250,,,4-8,32166,,32.75519,-117.03026,La Mesa Arts Academy,,https://www.greatschools.org/california/la-mesa/32166-La-Mesa-Arts-Academy/?s_cid=gsapi,(619) 668-5730,https://www.greatschools.org/school/rating.page?state=CA&id=32166&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32166&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32166,CA,public,http://www.lmsvschools.org/domain/25
"4741 Santa Monica Avenue, 
San Diego, CA  92107",San Diego,San Diego Unified School District,705,0634320,487,(619) 224-0141,K-4,6214,8,32.74471,-117.24652,Ocean Beach Elementary School,063432005530,https://www.greatschools.org/california/san-diego/6214-Ocean-Beach-Elementary-School/?s_cid=gsapi,(619) 223-1631,https://www.greatschools.org/school/rating.page?state=CA&id=6214&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6214&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6214,CA,public,http://www.obelementary.com/
"4345 Otay Mesa Road, 
San Ysidro, CA  92173",San Ysidro,San Ysidro Elementary School District,711,0635220,573,(619) 690-2837,7-8,6300,3,32.562977,-117.03834,San Ysidro Middle School,063522005964,https://www.greatschools.org/california/san-ysidro/6300-San-Ysidro-Middle-School/?s_cid=gsapi,(619) 428-5551,https://www.greatschools.org/school/rating.page?state=CA&id=6300&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6300&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6300,CA,public,www.sysd.k12.ca.us
"3730 Arey Drive, 
San Diego, CA  92154",San Diego,Chula Vista Elementary School District,677,0608610,408,(619) 423-7438,K-6,5853,7,32.579792,-117.05258,Silver Wing Elementary School,060861000877,https://www.greatschools.org/california/san-diego/5853-Silver-Wing-Elementary-School/?s_cid=gsapi,(619) 423-3950,https://www.greatschools.org/school/rating.page?state=CA&id=5853&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5853&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5853,CA,public,http://schools.cvesd.org/schools/silverwing/
"21644 Avenue 196, 
Strathmore, CA  93267",Strathmore,Sunnyside Union Elementary,983,0638430,352,(559) 568-1432,K-8,7498,2,36.146458,-119.08845,Sunnyside Elementary School,063843006455,https://www.greatschools.org/california/strathmore/7498-Sunnyside-Elementary-School/?s_cid=gsapi,(559) 568-1741,https://www.greatschools.org/school/rating.page?state=CA&id=7498&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=7498&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/7498,CA,public,http://www.sunnysideunion.com/
"6301 Old Farm Road, 
Bakersfield, CA  93312",Bakersfield,Norris Elementary,229,0627450,1005,(661) 387-7056,K-6,17657,7,35.416065,-119.1366,Veterans Elementary School,062745011866,https://www.greatschools.org/california/bakersfield/17657-Veterans-Elementary-School/?s_cid=gsapi,(661) 387-7050,https://www.greatschools.org/school/rating.page?state=CA&id=17657&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17657&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17657,CA,public,www.norris.k12.ca.us
"4050 Appleton Street, 
San Diego, CA  92117",San Diego,San Diego Unified School District,705,0634320,265,(858) 483-8946,K-6,6256,5,32.83654,-117.2032,Whitman Elementary School,063432005571,https://www.greatschools.org/california/san-diego/6256-Whitman-Elementary-School/?s_cid=gsapi,(858) 273-2700,https://www.greatschools.org/school/rating.page?state=CA&id=6256&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6256&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6256,CA,public,http://new.sandi.net/schools/whitman
"10300 Magnolia Avenue, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,1026,(619) 956-2408,K-8,6064,6,32.86596,-116.97108,Cajon Park Elementary School,063588006137,https://www.greatschools.org/california/santee/6064-Cajon-Park-Elementary-School/?s_cid=gsapi,(619) 956-2400,https://www.greatschools.org/school/rating.page?state=CA&id=6064&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6064&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6064,CA,public,www.santeesd.net
"9353 Pike Road, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,566,(619) 258-3414,K-8,6065,8,32.847782,-116.99694,Carlton Hills Elementary School,063588006138,https://www.greatschools.org/california/santee/6065-Carlton-Hills-Elementary-School/?s_cid=gsapi,(619) 258-3400,https://www.greatschools.org/school/rating.page?state=CA&id=6065&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6065&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6065,CA,public,www.santeesd.net
"9353 Wethersfield Road, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,815,(619) 956-4509,K-8,6066,8,32.844597,-117.01492,Carlton Oaks Elementary School,063588006139,https://www.greatschools.org/california/santee/6066-Carlton-Oaks-Elementary-School/?s_cid=gsapi,(619) 956-4500,https://www.greatschools.org/school/rating.page?state=CA&id=6066&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6066&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6066,CA,public,www.santeesd.net
"8120 Arlette Street, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,558,(619) 258-4816,K-8,6067,6,32.83141,-117.01938,Chet F. Harritt Elementary School,063588006140,https://www.greatschools.org/california/santee/6067-Chet-F.-Harritt-Elementary-School/?s_cid=gsapi,(619) 258-4800,https://www.greatschools.org/school/rating.page?state=CA&id=6067&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6067&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6067,CA,public,www.santeesd.net
"3131 South Barcelona Street, 
Spring Valley, CA  91977",Spring Valley,La Mesa-Spring Valley School District,694,0620250,512,(619) 668-8320,K-6,5961,5,32.73732,-116.98157,Highlands Elementary School,062025002429,https://www.greatschools.org/california/spring-valley/5961-Highlands-Elementary-School/?s_cid=gsapi,(619) 668-5780,https://www.greatschools.org/school/rating.page?state=CA&id=5961&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5961&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5961,CA,public,
"2797 Utica Drive, 
San Diego, CA  92139",San Diego,San Diego Unified School District,705,0634320,383,(619) 479-2225,K-5,6220,6,32.673058,-117.04714,Penn Elementary School,063432005534,https://www.greatschools.org/california/san-diego/6220-Penn-Elementary-School/?s_cid=gsapi,(619) 479-5638,https://www.greatschools.org/school/rating.page?state=CA&id=6220&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6220&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6220,CA,public,
"1651 Albany Avenue, 
Chula Vista, CA  91911",Chula Vista,Chula Vista Elementary School District,677,0608610,582,(619) 425-2018,K-6,5846,6,32.595802,-117.05807,Otay Elementary School,060861007680,https://www.greatschools.org/california/chula-vista/5846-Otay-Elementary-School/?s_cid=gsapi,(619) 425-4311,https://www.greatschools.org/school/rating.page?state=CA&id=5846&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5846&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5846,CA,public,http://schools.cvesd.org/schools/otay/
"910 Borden Road, 
San Marcos, CA  92069",San Marcos,San Marcos Unified School District,706,0634880,850,(760) 290-2412,K-5,6264,7,33.15473,-117.14013,Richland Elementary,063488005890,https://www.greatschools.org/california/san-marcos/6264-Richland-Elementary/?s_cid=gsapi,(760) 290-2400,https://www.greatschools.org/school/rating.page?state=CA&id=6264&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6264&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6264,CA,public,www.smusd.org
"10250 El Nopal, 
Santee, CA  92071",Santee,Santee Elementary,702,0635880,34,(619) 956-2494,K-8,11119,,32.86247,-116.97421,Santee Alternative School,063588001222,https://www.greatschools.org/california/santee/11119-Santee-Alternative-School/?s_cid=gsapi,(619) 956-2490,https://www.greatschools.org/school/rating.page?state=CA&id=11119&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11119&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11119,CA,public,http://www.santeesd.net/domain/42
"2900 Highland Avenue, 
National City, CA  91950",National City,Sweetwater Union High School District,710,0638640,2761,(619) 474-7635,9-12,6297,6,32.65995,-117.09169,Sweetwater High School,063864006495,https://www.greatschools.org/california/national-city/6297-Sweetwater-High-School/?s_cid=gsapi,(619) 474-9700,https://www.greatschools.org/school/rating.page?state=CA&id=6297&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6297&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6297,CA,public,www.sweetwaterschools.org
"2150 Cushing Road, 
San Diego, CA  92106",San Diego,San Diego Unified School District,705,0634320,,,K-5,32175,,32.731968,-117.21769,High Tech Elementary,,https://www.greatschools.org/california/san-diego/32175-High-Tech-Elementary/?s_cid=gsapi,(619) 564-6700,https://www.greatschools.org/school/rating.page?state=CA&id=32175&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32175&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32175,CA,charter,www.hightechhigh.org
"2150 Cushing Road, 
San Diego, CA  92106",San Diego,San Diego Unified School District,705,0634320,,,K-5,32175,,32.731968,-117.21769,High Tech Elementary,,https://www.greatschools.org/california/san-diego/32175-High-Tech-Elementary/?s_cid=gsapi,(619) 564-6700,https://www.greatschools.org/school/rating.page?state=CA&id=32175&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=32175&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/32175,CA,charter,www.hightechhigh.org
"2861 Womble Road, 
San Diego, CA  92106",San Diego,San Diego Unified School District,705,0634320,589,(619) 243-5050,9-12,11837,7,32.72875,-117.22068,High Tech High,063432008599,https://www.greatschools.org/california/san-diego/11837-High-Tech-High/?s_cid=gsapi,(619) 243-5000,https://www.greatschools.org/school/rating.page?state=CA&id=11837&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11837&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11837,CA,charter,www.hightechhigh.org/schools/hth
"2230 Truxtun Road, Third Floor, 
Third Floor
San Diego, CA  92106",San Diego,San Diego Unified School District,705,0634320,400,(619) 224-1198,9-12,13754,6,32.734753,-117.21973,High Tech High Media Arts School,063432011386,https://www.greatschools.org/california/san-diego/13754-High-Tech-High-Media-Arts-School/?s_cid=gsapi,(619) 398-8620,https://www.greatschools.org/school/rating.page?state=CA&id=13754&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13754&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/13754,CA,charter,www.hightechhigh.org
"2359 Truxtun Road, 
San Diego, CA  92106",San Diego,San Diego Unified School District,705,0634320,322,(619) 814-5088,6-8,12442,5,32.735386,-117.21782,High Tech Middle School,063432011262,https://www.greatschools.org/california/san-diego/12442-High-Tech-Middle-School/?s_cid=gsapi,(619) 814-5060,https://www.greatschools.org/school/rating.page?state=CA&id=12442&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12442&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12442,CA,charter,www.hightechhigh.org/schools/htm
"2359 Truxtun Road, 
San Diego, CA  92106",San Diego,San Diego Unified School District,705,0634320,322,(619) 814-5088,6-8,12442,5,32.735386,-117.21782,High Tech Middle School,063432011262,https://www.greatschools.org/california/san-diego/12442-High-Tech-Middle-School/?s_cid=gsapi,(619) 814-5060,https://www.greatschools.org/school/rating.page?state=CA&id=12442&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12442&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12442,CA,charter,www.hightechhigh.org/schools/htm
"10170 Huennekens Street, 
San Diego, CA  92121",San Diego,San Diego Unified School District,705,0634320,759,(858) 552-9394,6-12,12040,,32.902767,-117.18408,Audeo Charter School,063432010634,https://www.greatschools.org/california/san-diego/12040-Audeo-Charter-School/?s_cid=gsapi,(858) 678-2050,https://www.greatschools.org/school/rating.page?state=CA&id=12040&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12040&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12040,CA,charter,http://www.audeocharterschool.net/
"4210 Carmel Center Road, 
San Diego, CA  92130",San Diego,Solana Beach Elementary School District,707,0636990,356,(858) 794-4450,K-3,6271,,32.951366,-117.22572,Carmel Creek Elementary School,063699003955,https://www.greatschools.org/california/san-diego/6271-Carmel-Creek-Elementary-School/?s_cid=gsapi,(858) 794-4400,https://www.greatschools.org/school/rating.page?state=CA&id=6271&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6271&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6271,CA,public,http://sbsd.k12.ca.us/cc
"1350 Leyte Road, 
Coronado, CA  92118",Coronado,Coronado Unified School District,679,0609870,321,(619) 437-8041,K-5,5863,9,32.643974,-117.14546,Silver Strand Elementary School,060987001074,https://www.greatschools.org/california/coronado/5863-Silver-Strand-Elementary-School/?s_cid=gsapi,(619) 522-8934,https://www.greatschools.org/school/rating.page?state=CA&id=5863&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5863&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5863,CA,public,http://coronadousd.net (follow links)
"606 Lomas Santa Fe Drive, 
Solana Beach, CA  92075",Solana Beach,Solana Beach Elementary School District,707,0636990,554,(858) 794-3650,K-6,6272,8,32.99612,-117.26297,Skyline Elementary School,063699006283,https://www.greatschools.org/california/solana-beach/6272-Skyline-Elementary-School/?s_cid=gsapi,(858) 794-3600,https://www.greatschools.org/school/rating.page?state=CA&id=6272&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6272&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6272,CA,public,http://www.sbsd.k12.ca.us/sky/
"1880 Smythe Avenue, 
San Ysidro, CA  92173",San Ysidro,San Ysidro Elementary School District,711,0635220,693,(619) 428-0041,K-3,6301,4,32.562084,-117.04934,Smythe Elementary School,063522005965,https://www.greatschools.org/california/san-ysidro/6301-Smythe-Elementary-School/?s_cid=gsapi,(619) 428-4447,https://www.greatschools.org/school/rating.page?state=CA&id=6301&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6301&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6301,CA,public,www.sysd.k12.ca.us
"3520 Long Run Drive, 
San Diego, CA  92130",San Diego,Solana Beach Elementary School District,707,0636990,341,(858) 794-4350,K-3,6273,,32.95429,-117.24018,Solana Highlands Elementary School,063699009196,https://www.greatschools.org/california/san-diego/6273-Solana-Highlands-Elementary-School/?s_cid=gsapi,(858) 794-4300,https://www.greatschools.org/school/rating.page?state=CA&id=6273&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6273&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6273,CA,public,http://www.sbsd.k12.ca.us/Domain/10
"3901 Townsgate Drive, 
San Diego, CA  92130",San Diego,Solana Beach Elementary School District,707,0636990,577,(858) 794-4550,4-6,13714,10,32.95209,-117.23135,Solana Pacific Elementary School,063699011397,https://www.greatschools.org/california/san-diego/13714-Solana-Pacific-Elementary-School/?s_cid=gsapi,(858) 794-4500,https://www.greatschools.org/school/rating.page?state=CA&id=13714&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13714&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/13714,CA,public,http://www.sbsd.k12.ca.us
"13605 Pacific Highlands Ranch Parkway, 
San Diego, CA  92130",San Diego,Solana Beach Elementary School District,707,0636990,470,,K-6,31814,9,32.965946,-117.19223,Solana Ranch Elementary,063699013801,https://www.greatschools.org/california/san-diego/31814-Solana-Ranch-Elementary/?s_cid=gsapi,(858) 350-6600,https://www.greatschools.org/school/rating.page?state=CA&id=31814&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31814&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31814,CA,public,www.sbsd.k12.ca.us
"490 Emory Street, 
Imperial Beach, CA  91932",Imperial Beach,South Bay Union Elementary,703,0637380,503,(619) 628-2580,K-6,6074,3,32.587563,-117.11308,Bayside Elementary School,063738006315,https://www.greatschools.org/california/imperial-beach/6074-Bayside-Elementary-School/?s_cid=gsapi,(619) 628-2500,https://www.greatschools.org/school/rating.page?state=CA&id=6074&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6074&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6074,CA,public,
"122 West Fourth Avenue, 
Escondido, CA  92025",Escondido,Escondido Union School District,684,0612880,732,(760) 735-2862,K-5,5888,2,33.118813,-117.07989,Central Elementary School,061288001451,https://www.greatschools.org/california/escondido/5888-Central-Elementary-School/?s_cid=gsapi,(760) 432-2431,https://www.greatschools.org/school/rating.page?state=CA&id=5888&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5888&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5888,CA,public,
"3510 Newton Avenue, 
San Diego, CA  92113",San Diego,San Diego Unified School District,705,0634320,586,(619) 525-7352,K-6,6135,4,32.69498,-117.11874,Emerson/Bandini Elementary School,063432005451,https://www.greatschools.org/california/san-diego/6135-Emerson-Bandini-Elementary-School/?s_cid=gsapi,(619) 344-6200,https://www.greatschools.org/school/rating.page?state=CA&id=6135&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6135&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6135,CA,public,https://www.sandiegounified.org/schools/emersonbandini
"2200 Freshwater Road, 
Eureka, CA  95503",Eureka,Garfield Elementary,145,0614910,58,(707) 442-1932,K-6,1026,,40.756454,-124.03514,Garfield Elementary School,061491001890,https://www.greatschools.org/california/eureka/1026-Garfield-Elementary-School/?s_cid=gsapi,(707) 442-5471,https://www.greatschools.org/school/rating.page?state=CA&id=1026&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1026&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1026,CA,public,www.humboldt.k12.ca.us/garfield_sd/
"600 Eighth Street, 
Gilroy, CA  95020",Gilroy,Gilroy Unified,636,0615180,586,(408) 842-1237,K-5,5506,4,37.00549,-121.55947,Glen View Elementary School,061518001912,https://www.greatschools.org/california/gilroy/5506-Glen-View-Elementary-School/?s_cid=gsapi,(408) 842-8292,https://www.greatschools.org/school/rating.page?state=CA&id=5506&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=5506&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/5506,CA,public,http://glenview.schoolloop.com/
"647 E Street, 
Chula Vista, CA  91910",Chula Vista,,0,,225,(619) 207-0300,PK-8,25541,,32.641174,-117.09523,Howard Gardner Community School,,https://www.greatschools.org/california/chula-vista/25541-Howard-Gardner-Community-School/?s_cid=gsapi,(619) 934-0300,https://www.greatschools.org/school/rating.page?state=CA&id=25541&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25541&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25541,CA,charter,http://www.hgcschool.org/
"5465 El Cajon Boulevard, 
San Diego, CA  92115",San Diego,San Diego Unified School District,705,0634320,476,(619) 265-2484,K-8,14872,5,32.75796,-117.07814,Iftin Charter School,063432011385,https://www.greatschools.org/california/san-diego/14872-Iftin-Charter-School/?s_cid=gsapi,(619) 265-2411,https://www.greatschools.org/school/rating.page?state=CA&id=14872&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14872&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14872,CA,charter,www.iftincharter.org
"1701 D Avenue, 
National City, CA  91950",National City,Sweetwater Union High School District,710,0638640,768,(619) 474-1756,7-8,6292,4,32.669228,-117.0998,National City Middle School,063864006489,https://www.greatschools.org/california/national-city/6292-National-City-Middle-School/?s_cid=gsapi,(619) 336-2600,https://www.greatschools.org/school/rating.page?state=CA&id=6292&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6292&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6292,CA,public,www.sweetwaterschools.org/
"1925 Magdalena Avenue, 
Chula Vista, CA  91913",Chula Vista,Sweetwater Union High School District,710,0638640,2367,(619) 216-0650,9-12,17054,9,32.60215,-116.96889,Olympian High School,063864011768,https://www.greatschools.org/california/chula-vista/17054-Olympian-High-School/?s_cid=gsapi,(619) 656-2400,https://www.greatschools.org/school/rating.page?state=CA&id=17054&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17054&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17054,CA,public,www.sweetwaterschools.org
"1520 East Eighth Street, 
Beaumont, CA  92223",Beaumont,Beaumont Unified School District,515,0604290,832,(951) 769-8752,K-5,12510,6,33.932564,-116.95367,Sundance Elementary School,060429011219,https://www.greatschools.org/california/beaumont/12510-Sundance-Elementary-School/?s_cid=gsapi,(951) 845-2621,https://www.greatschools.org/school/rating.page?state=CA&id=12510&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12510&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12510,CA,public,www.beaumontusd.k12.ca.us/sundance
"100 South Rancho Santa Fe Road, 
San Marcos, CA  92078",San Marcos,Vallecitos Elementary,712,0640710,51,(760) 295-5614,K-12,27139,2,33.14891,-117.19908,Taylion San Diego Academy,064071013696,https://www.greatschools.org/california/san-marcos/27139-Taylion-San-Diego-Academy/?s_cid=gsapi,(760) 295-5564,https://www.greatschools.org/school/rating.page?state=CA&id=27139&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=27139&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/27139,CA,charter,www.taylionsandiego.com
"2360 Shasta Way, Unit A, 
Unit A
Simi Valley, CA  93065",Simi Valley,Spencer Valley Elementary,709,0637680,3121,(805) 581-0330,K-12,12222,3,34.27646,-118.78865,California Virtual Academy @ San Diego School,063768010641,https://www.greatschools.org/california/simi-valley/12222-California-Virtual-Academy-@-San-Diego-School/?s_cid=gsapi,(866) 339-6787,https://www.greatschools.org/school/rating.page?state=CA&id=12222&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12222&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12222,CA,charter,www.caliva.org
"5095 Arvinels Avenue, 
San Diego, CA  92117",San Diego,San Diego Unified School District,705,0634320,434,,7-8,24692,6,32.83805,-117.17406,Innovation Middle School,063432012352,https://www.greatschools.org/california/san-diego/24692-Innovation-Middle-School/?s_cid=gsapi,(858) 278-5948,https://www.greatschools.org/school/rating.page?state=CA&id=24692&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24692&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24692,CA,public,http://imiddle.org/
