address,city,district,districtid,districtncesid,enrollment,fax,graderange,gsid,gsrating,lat,lon,name,ncesid,overviewlink,phone,ratingslink,reviewslink,schoolstatslink,state,type,website
"3050 Thames River Drive, 
Oxnard, CA  93036",Oxnard,Rio Elementary,1023,0632760,758,(805) 988-1599,6-8,17567,4,34.242577,-119.1696,Rio Vista Middle School,063276011957,https://www.greatschools.org/california/oxnard/17567-Rio-Vista-Middle-School/?s_cid=gsapi,(805) 981-1507,https://www.greatschools.org/school/rating.page?state=CA&id=17567&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17567&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17567,CA,public,www.rio.k12.ca.us/riovista
"50 East Eighth Street, 
Pittsburg, CA  94565",Pittsburg,Pittsburg Unified,54,0630600,682,(925) 473-9039,K-5,24685,5,38.029537,-121.88523,Marina Vista Elementary School,063060012268,https://www.greatschools.org/california/pittsburg/24685-Marina-Vista-Elementary-School/?s_cid=gsapi,(925) 473-2490,https://www.greatschools.org/school/rating.page?state=CA&id=24685&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24685&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24685,CA,public,www.pittsburg.k12.ca.us
"11988 Hesperia Road, 
Hesperia, CA  92345",Hesperia,Adelanto Elementary,591,0601710,1592,(760) 949-5876,K-12,25083,,34.468754,-117.29298,Alta Vista Public School,060171012521,https://www.greatschools.org/california/hesperia/25083-Alta-Vista-Public-School/?s_cid=gsapi,(855) 727-3620,https://www.greatschools.org/school/rating.page?state=CA&id=25083&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25083&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25083,CA,charter,http://innovationhigh.org/alta-vista/
"2900 West Temple Street, 
Los Angeles, CA  90026",Los Angeles,Los Angeles Unified School District,286,0622710,420,(213) 201-5861,6-8,25463,4,34.073856,-118.27872,Vista Charter Middle School,062271012776,https://www.greatschools.org/california/los-angeles/25463-Vista-Charter-Middle-School/?s_cid=gsapi,(213) 201-4000,https://www.greatschools.org/school/rating.page?state=CA&id=25463&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25463&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25463,CA,charter,http://www.vistacharterschool.org
"1575 Bonair Drive, 
Vista, CA  92084",Vista,Vista Unified School District,714,0641190,180,(760) 724-0410,9-12,6310,,33.22247,-117.21963,Alta Vista High (Continuation) School,064119006812,https://www.greatschools.org/california/vista/6310-Alta-Vista-High-(Continuation)-School/?s_cid=gsapi,(760) 724-3775,https://www.greatschools.org/school/rating.page?state=CA&id=6310&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6310&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6310,CA,public,www.avhs.vistausd.org
"1601 Longhorn Drive, 
Vista, CA  92081",Vista,Vista Unified School District,714,0641190,2532,(760) 598-7062,9-12,6326,6,33.163372,-117.24713,Rancho Buena Vista High School,064119009203,https://www.greatschools.org/california/vista/6326-Rancho-Buena-Vista-High-School/?s_cid=gsapi,(760) 727-7284,https://www.greatschools.org/school/rating.page?state=CA&id=6326&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6326&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6326,CA,public,www.rbv.vistausd.org
"600 North Santa Fe Avenue, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,627,(760) 945-3201,K-5,6329,3,33.207466,-117.24503,Vista Academy Of Visual And Performing Arts,064119006822,https://www.greatschools.org/california/vista/6329-Vista-Academy-Of-Visual-And-Performing-Arts/?s_cid=gsapi,(760) 941-0880,https://www.greatschools.org/school/rating.page?state=CA&id=6329&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6329&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6329,CA,public,www.vapa.vistausd.org/
"151 Civic Center Drive, 
Vista, CA  92084",Vista,Vista Unified School District,714,0641190,791,(760) 945-4273,6-8,17478,7,33.20372,-117.23637,"Vista Magnet Middle School Of Technology, Science, And Math",064119012147,"https://www.greatschools.org/california/vista/17478-Vista-Magnet-Middle-School-Of-Technology,-Science,-And-Math/?s_cid=gsapi",(760) 726-5766,https://www.greatschools.org/school/rating.page?state=CA&id=17478&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17478&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17478,CA,public,www.vmms.vistausd.org
"1737 West Vista Way, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,536,,K-8,31146,5,33.18956,-117.27852,Bella Mente Montessori Academy,064119013667,https://www.greatschools.org/california/vista/31146-Bella-Mente-Montessori-Academy/?s_cid=gsapi,(760) 820-9501,https://www.greatschools.org/school/rating.page?state=CA&id=31146&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31146&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/31146,CA,charter,http://www.bellamentecharter.org/
"550 Beaumont Drive, 
Vista, CA  92084",Vista,Vista Unified School District,714,0641190,510,(760) 726-7961,K-5,6311,4,33.198044,-117.22485,Beaumont Elementary School,064119006813,https://www.greatschools.org/california/vista/6311-Beaumont-Elementary-School/?s_cid=gsapi,(760) 726-4040,https://www.greatschools.org/school/rating.page?state=CA&id=6311&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6311&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6311,CA,public,www.be.vistausd.org
"220 West Bobier Drive, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,671,(760) 940-8695,K-5,6312,2,33.22111,-117.24761,Bobier Elementary School,064119006814,https://www.greatschools.org/california/vista/6312-Bobier-Elementary-School/?s_cid=gsapi,(760) 724-8501,https://www.greatschools.org/school/rating.page?state=CA&id=6312&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6312&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6312,CA,public,www.bo.vistausd.org
"1111 Melrose Way, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,842,(760) 945-8259,K-5,6313,6,33.213947,-117.2559,Breeze Hill Elementary School,064119001248,https://www.greatschools.org/california/vista/6313-Breeze-Hill-Elementary-School/?s_cid=gsapi,(760) 945-2373,https://www.greatschools.org/school/rating.page?state=CA&id=6313&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6313&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6313,CA,public,www.bh.vistausd.org
"260 Cedar Drive, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,577,(760) 758-4697,K-5,6315,7,33.19137,-117.28462,Casita Center For Science/Math/Technology,064119006816,https://www.greatschools.org/california/vista/6315-Casita-Center-For-Science-Math-Technology/?s_cid=gsapi,(760) 724-8442,https://www.greatschools.org/school/rating.page?state=CA&id=6315&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6315&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6315,CA,public,www.cas.vistausd.org
"630 Grapevine Road, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,634,(760) 724-1821,K-5,6318,4,33.19983,-117.2737,Grapevine Elementary School,064119006818,https://www.greatschools.org/california/vista/6318-Grapevine-Elementary-School/?s_cid=gsapi,(760) 724-8329,https://www.greatschools.org/school/rating.page?state=CA&id=6318&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6318&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6318,CA,public,www.gv.vistausd.org
"2000 North Santa Fe Avenue, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,1275,(760) 631-8506,K-12,6319,7,33.23015,-117.2488,Guajome Park Academy Charter,064119003964,https://www.greatschools.org/california/vista/6319-Guajome-Park-Academy-Charter/?s_cid=gsapi,(760) 631-8500,https://www.greatschools.org/school/rating.page?state=CA&id=6319&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6319&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6319,CA,charter,www.guajome.net
"2245 Foothill Drive, 
Vista, CA  92084",Vista,Vista Unified School District,714,0641190,835,(760) 643-2490,6-8,6321,2,33.20477,-117.20518,Rancho Minerva Middle School,064119006819,https://www.greatschools.org/california/vista/6321-Rancho-Minerva-Middle-School/?s_cid=gsapi,(760) 631-4500,https://www.greatschools.org/school/rating.page?state=CA&id=6321&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6321&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6321,CA,public,www.rmms.vistausd.org
"836 Olive Avenue, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,394,(760) 724-3820,K-5,6325,2,33.204655,-117.25872,Olive Elementary School,064119006821,https://www.greatschools.org/california/vista/6325-Olive-Elementary-School/?s_cid=gsapi,(760) 724-7129,https://www.greatschools.org/school/rating.page?state=CA&id=6325&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=6325&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/6325,CA,public,www.ol.vistausd.org
"120 Hannalei Drive, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,665,(760) 631-6254,K-5,12483,4,33.177444,-117.21713,Hannalei Elementary School,064119011280,https://www.greatschools.org/california/vista/12483-Hannalei-Elementary-School/?s_cid=gsapi,(760) 631-6248,https://www.greatschools.org/school/rating.page?state=CA&id=12483&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12483&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12483,CA,public,www.han.vistausd.org
"1401 Palomar Pl., 
Vista, CA  92084",Vista,Vista Unified School District,714,0641190,,(760) 630-3852,9-12,11123,,33.222954,-117.21964,Palomar High Independent Study,064119009458,https://www.greatschools.org/california/vista/11123-Palomar-High-Independent-Study/?s_cid=gsapi,(760) 724-4785,https://www.greatschools.org/school/rating.page?state=CA&id=11123&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=11123&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/11123,CA,public,http://www.vusd.k12.ca.us
"1250 Arcadia Ave., 
Vista, CA  92084",Vista,Vista Unified School District,714,0641190,,(760) 716-2539,K-8,12045,,33.226185,-117.22217,North Star Academy Of Independent Learning & Fine,064119001245,https://www.greatschools.org/california/vista/12045-North-Star-Academy-Of-Independent-Learning-&-Fine/?s_cid=gsapi,(760) 726-5360,https://www.greatschools.org/school/rating.page?state=CA&id=12045&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12045&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12045,CA,public,http://www.vusd.k12.ca.us
"215 West California Avenue, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,17,(760) 630-4591,K-8,12624,,33.20748,-117.24664,California Avenue Elementary School,064119001246,https://www.greatschools.org/california/vista/12624-California-Avenue-Elementary-School/?s_cid=gsapi,(760) 630-4870,https://www.greatschools.org/school/rating.page?state=CA&id=12624&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=12624&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/12624,CA,public,www.ca.vistausd.org
"1370 Oak Drive, 
Vista, CA  92084",Vista,Vista Unified School District,714,0641190,748,(760) 631-3464,K-5,14143,3,33.218212,-117.22183,Foothill Oak Elementary School,064119011400,https://www.greatschools.org/california/vista/14143-Foothill-Oak-Elementary-School/?s_cid=gsapi,(760) 631-3458,https://www.greatschools.org/school/rating.page?state=CA&id=14143&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=14143&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/14143,CA,public,www.fho.vistausd.org
"700 North Avenue, 
Vista, CA  92084",Vista,Vista Unified School District,714,0641190,604,(760) 643-2668,K-5,16896,3,33.214878,-117.259796,Maryland Elementary School,064119011769,https://www.greatschools.org/california/vista/16896-Maryland-Elementary-School/?s_cid=gsapi,(760) 631-6675,https://www.greatschools.org/school/rating.page?state=CA&id=16896&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16896&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/16896,CA,public,www.me.vistausd.org
"215 North Melrose Drive, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,192,(760) 643-2685,10-12,17524,,33.198425,-117.2548,Major General Raymond Murray High School,064119012180,https://www.greatschools.org/california/vista/17524-Major-General-Raymond-Murray-High-School/?s_cid=gsapi,(760) 631-2502,https://www.greatschools.org/school/rating.page?state=CA&id=17524&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17524&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/17524,CA,public,www.mgm.vistausd.org
"1126 North Melrose Drive, Suite 301, 
Vista, CA  92083",Vista,Vista Unified School District,714,0641190,152,(760) 598-0895,9-12,24630,2,33.147053,-117.23227,North County Trade Tech High School,064119011970,https://www.greatschools.org/california/vista/24630-North-County-Trade-Tech-High-School/?s_cid=gsapi,(760) 598-0782,https://www.greatschools.org/school/rating.page?state=CA&id=24630&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24630&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24630,CA,charter,www.tradetechhigh.org
"525 West Vista Way, 
Vista, CA  92083",Vista,,,,230,,PK-8,8408,,33.196247,-117.2535,St. Francis of Assisi School,00077448,https://www.greatschools.org/california/vista/8408-St.-Francis-Of-Assisi-School/?s_cid=gsapi,(760) 630-7960,https://www.greatschools.org/school/rating.page?state=CA&id=8408&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=8408&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/8408,CA,private,http://sfs-vista.org/
"1525 Buena Vista Drive, 
Vista, CA  92081",Vista,,,,,,PK-12,9434,,33.16969,-117.2474,West Coast Baptist School,02012036,https://www.greatschools.org/california/vista/9434-West-Coast-Baptist-School/?s_cid=gsapi,(760) 726-6163,https://www.greatschools.org/school/rating.page?state=CA&id=9434&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9434&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9434,CA,private,
"885 East Vista Way, 
Vista, CA  92084",Vista,,,,160,,K-12,9957,,33.21028,-117.23261,Calvary Christian School,A9300080,https://www.greatschools.org/california/vista/9957-Calvary-Christian-School/?s_cid=gsapi,(760) 724-4590,https://www.greatschools.org/school/rating.page?state=CA&id=9957&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9957&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9957,CA,private,
"885 East Vista Way, 
Vista, CA  92084",Vista,,,,61,,K-12,26244,,33.21028,-117.23261,Calvary Christian School Private School Satellite Program,,https://www.greatschools.org/california/vista/26244-Calvary-Christian-School-Private-School-Satellite-Program/?s_cid=gsapi,(760) 994-0351,https://www.greatschools.org/school/rating.page?state=CA&id=26244&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=26244&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/26244,CA,private,
"1600 Buena Vista Drive, 
Vista, CA  92081",Vista,,,,6,,K,31496,,33.167812,-117.24557,Big Tree Little Preschool Kindergarten,,https://www.greatschools.org/california/vista/31496-Big-Tree-Little-Preschool-Kindergarten/?s_cid=gsapi,(760) 542-8733,https://www.greatschools.org/school/rating.page?state=CA&id=31496&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31496&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/31496,CA,private,
"302 North Emerald Drive, 
Vista, CA  92083",Vista,,,,720,(760) 724-6643,K-12,8894,,33.19138,-117.28014,Tri-City Christian Schools,00091236,https://www.greatschools.org/california/vista/8894-Tri-City-Christian-Schools/?s_cid=gsapi,(760) 630-8227,https://www.greatschools.org/school/rating.page?state=CA&id=8894&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=8894&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/8894,CA,private,www.tccs.org
"700 East Bobier Drive, 
Vista, CA  92084",Vista,,,,120,(760) 724-6151,K-8,9430,,33.22053,-117.23396,Faith Lutheran School,02011881,https://www.greatschools.org/california/vista/9430-Faith-Lutheran-School/?s_cid=gsapi,(760) 724-7700,https://www.greatschools.org/school/rating.page?state=CA&id=9430&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9430&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9430,CA,private,http://www.faithvista.org
"1830 Anna Ln, 
Vista, CA  92083",Vista,,,,56,,PK-5,9766,,33.174892,-117.21465,Memorial Christian,A9101063,https://www.greatschools.org/california/vista/9766-Memorial-Christian/?s_cid=gsapi,(760) 941-1590,https://www.greatschools.org/school/rating.page?state=CA&id=9766&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=9766&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/9766,CA,private,http://www.christianmontessori.com
"216 West Los Angeles Drive, 
Vista, CA  92083",Vista,,,,47,,6-12,10496,,33.21191,-117.24724,New Haven Nonpublic School,A9700554,https://www.greatschools.org/california/vista/10496-New-Haven-Nonpublic-School/?s_cid=gsapi,(760) 630-4035,https://www.greatschools.org/school/rating.page?state=CA&id=10496&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=10496&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/10496,CA,private,
"777 Taylor Street, 
Vista, CA  92084",Vista,,,,,,K,13255,,33.22812,-117.23217,Learning Village,BB020498,https://www.greatschools.org/california/vista/13255-Learning-Village/?s_cid=gsapi,(760) 945-9222,https://www.greatschools.org/school/rating.page?state=CA&id=13255&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=13255&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/13255,CA,private,
"725 Shadowridge Drive, 
Vista, CA  92083",Vista,,,,,,PK-4,15445,,33.165,-117.22023,La Petite Academy,A0307228,https://www.greatschools.org/california/vista/15445-La-Petite-Academy/?s_cid=gsapi,,https://www.greatschools.org/school/rating.page?state=CA&id=15445&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=15445&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/15445,CA,private,
"990 Vale Terrace Drive, 
Vista, CA  92084",Vista,,,,24,,K-3,31498,,33.20942,-117.23015,Children's Paradise Inc.,,https://www.greatschools.org/california/vista/31498-Children's-Paradise-Inc./?s_cid=gsapi,(760) 941-7578,https://www.greatschools.org/school/rating.page?state=CA&id=31498&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=31498&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/31498,CA,private,
"145 North Melrose Drive, #100, 
Vista, CA  92083",Vista,,,,,,K-2,16528,,33.197,-117.2553,Children's Paradise Academy,,https://www.greatschools.org/california/vista/16528-Children's-Paradise-Academy/?s_cid=gsapi,(760) 724-5600,https://www.greatschools.org/school/rating.page?state=CA&id=16528&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16528&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/16528,CA,private,
"1906 Gopher Canyon Road, 
Vista, CA  92084",Vista,,,,,,1-12,16573,,33.2558,-117.2091,Shepherd's Heart E. E. P.,,https://www.greatschools.org/california/vista/16573-Shepherd's-Heart-E.-E.-P./?s_cid=gsapi,(760) 639-5464,https://www.greatschools.org/school/rating.page?state=CA&id=16573&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=16573&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/16573,CA,private,http://brobergweb.com/vhss/school
"1930 Sunset Dr., 
Vista, CA  92081",Vista,,,,10,,K-8,17123,,33.1833,-117.274,Cedar Ark Academy,,https://www.greatschools.org/california/vista/17123-Cedar-Ark-Academy/?s_cid=gsapi,(760) 216-2404,https://www.greatschools.org/school/rating.page?state=CA&id=17123&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=17123&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/17123,CA,private,http://www.cedararkacademy.net
"1453 Sunrise Drive, 
Vista, CA  92084",Vista,,,,,,K-11,23999,,33.19521,-117.21596,Sunrise Academy,,https://www.greatschools.org/california/vista/23999-Sunrise-Academy/?s_cid=gsapi,(760) 732-3735,https://www.greatschools.org/school/rating.page?state=CA&id=23999&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=23999&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/23999,CA,private,
"653 Poinsettia Avenue, 
Vista, CA  92081",Vista,San Marcos Unified School District,706,0634880,811,(760) 290-2855,K-5,24650,7,33.155502,-117.21076,Joli Ann Leichtag Elementary School,063488012201,https://www.greatschools.org/california/vista/24650-Joli-Ann-Leichtag-Elementary-School/?s_cid=gsapi,(760) 290-2888,https://www.greatschools.org/school/rating.page?state=CA&id=24650&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=24650&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/24650,CA,public,www.smusd.org
"2030 University Drive, 
Vista, CA  92083",Vista,Armona Union Elementary,183,0603180,77,(760) 631-6201,K-12,25231,,33.173,-117.21998,"National University Academy, Armona",060318012713,"https://www.greatschools.org/california/vista/25231-National-University-Academy,-Armona/?s_cid=gsapi",(559) 696-1490,https://www.greatschools.org/school/rating.page?state=CA&id=25231&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25231&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25231,CA,charter,http://nua.nusystem.org
"2000 North Santa Fe Avenue, 
Vista, CA  92083",Vista,,,,93,,K-12,25637,5,33.230576,-117.25015,Guajome Learning Center,064119012930,https://www.greatschools.org/california/vista/25637-Guajome-Learning-Center/?s_cid=gsapi,(760) 631-8500,https://www.greatschools.org/school/rating.page?state=CA&id=25637&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=25637&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/25637,CA,charter,
"777 Taylor Street, 
Vista, CA  92084",Vista,,,,7,,K-1,26251,,33.22821,-117.232155,Growing Tree Academy,,https://www.greatschools.org/california/vista/26251-Growing-Tree-Academy/?s_cid=gsapi,(760) 945-9222,https://www.greatschools.org/school/rating.page?state=CA&id=26251&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=26251&s_cid=gsapi,https://www.greatschools.org/cgi-bin/CA/otherprivate/26251,CA,private,http://www.growingtreeacademy.net/
"550 Vista Drive, 
Claremont, CA  91711",Claremont,Claremont Unified School District,261,0608760,316,(909) 398-0017,K-6,1584,7,34.086754,-117.72183,Vista Del Valle Elementary School,060876000896,https://www.greatschools.org/california/claremont/1584-Vista-Del-Valle-Elementary-School/?s_cid=gsapi,(909) 398-0331,https://www.greatschools.org/school/rating.page?state=CA&id=1584&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1584&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1584,CA,public,
"5423 Monte Vista Street, 
Los Angeles, CA  90042",Los Angeles,Los Angeles Unified School District,286,0622710,438,(323) 259-9757,2-6,2252,3,34.109993,-118.19812,Monte Vista Street Elementary School,062271003195,https://www.greatschools.org/california/los-angeles/2252-Monte-Vista-Street-Elementary-School/?s_cid=gsapi,(323) 254-7261,https://www.greatschools.org/school/rating.page?state=CA&id=2252&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=2252&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/2252,CA,public,www.lausd.k12.ca.us/monte_vista_el/
"4200 Concord Boulevard, 
Concord, CA  94521",Concord,Mt. Diablo Unified School District,51,0626370,35,(925) 603-1770,9-12,487,,37.978214,-121.98775,Nueva Vista High (Continuation) School,062637010196,https://www.greatschools.org/california/concord/487-Nueva-Vista-High-(Continuation)-School/?s_cid=gsapi,(925) 687-0991,https://www.greatschools.org/school/rating.page?state=CA&id=487&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=487&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/487,CA,public,
"710 Quincy Street, 
Delano, CA  93215",Delano,Delano Union Elementary School District,208,0610890,551,(661) 721-5087,K-5,1243,3,35.766163,-119.23418,Del Vista Math And Science Academy,061089001209,https://www.greatschools.org/california/delano/1243-Del-Vista-Math-And-Science-Academy/?s_cid=gsapi,(661) 721-5040,https://www.greatschools.org/school/rating.page?state=CA&id=1243&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1243&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1243,CA,charter,www.duesd.org/schools/delvistaes/
"7115 Rosedale Highway, 
Bakersfield, CA  93308",Bakersfield,Kern Union High School District,217,0619540,273,(661) 588-1627,9-12,1290,,35.38189,-119.08237,Vista West Continuation High School,061954009145,https://www.greatschools.org/california/bakersfield/1290-Vista-West-Continuation-High-School/?s_cid=gsapi,(661) 589-4242,https://www.greatschools.org/school/rating.page?state=CA&id=1290&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1290&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1290,CA,public,www.kernhigh.org/vistawest/
"900 North 10th Street, 
Taft, CA  93268",Taft,Taft Union High,242,0638730,73,(661) 763-2393,9-12,1394,,35.149433,-119.46516,Buena Vista High (Continuation) School,063873006510,https://www.greatschools.org/california/taft/1394-Buena-Vista-High-(Continuation)-School/?s_cid=gsapi,(661) 763-2383,https://www.greatschools.org/school/rating.page?state=CA&id=1394&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1394&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1394,CA,public,www.taft.k12.ca.us/buenavista
"13400 Foster Avenue, 
Baldwin Park, CA  91706",Baldwin Park,Baldwin Park Unified,253,0603690,766,(626) 856-4577,7-8,1508,5,34.07671,-117.98056,Sierra Vista Junior High School,060369000339,https://www.greatschools.org/california/baldwin-park/1508-Sierra-Vista-Junior-High-School/?s_cid=gsapi,(626) 962-1300,https://www.greatschools.org/school/rating.page?state=CA&id=1508&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1508&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1508,CA,public,http://www.bpusd.net/
"904 Willow Avenue, 
La Puente, CA  91746",La Puente,Bassett Unified,254,0604110,76,(626) 931-3145,10-12,1516,,34.052437,-117.9724,Nueva Vista Continuation High School,060411000375,https://www.greatschools.org/california/la-puente/1516-Nueva-Vista-Continuation-High-School/?s_cid=gsapi,(626) 931-3177,https://www.greatschools.org/school/rating.page?state=CA&id=1516&s_cid=gsapi,https://www.greatschools.org/school/parentReviews.page?state=CA&id=1516&s_cid=gsapi,https://www.greatschools.org/modperl/achievement/CA/1516,CA,public,
