CDSCode,District,School,Street,StreetAbr,City,*,State,Phone,OpenDate,Charter,DOCType,SOC,SOCType,GSoffered,Latitude,Longitude,LastUpdate,2016-2017 Total Enrollment,2015-2016 ELA Current Status (avg. distance from level 3),2015-2016 ELA Prior Status (age. Distance from level 3),2015-2016 ELA Change (Difference between current and prior status),2015-2016 ELA Status Level,2015-2016 ELA Status Level (Decode),2015-2016 ELA Change Level,2015-2016 ELA Change Level (Decode),2015-2016 ELA Color,2015-2016 ELA Color (Decode),2015-2016 ELA box,2015-2016 ELA box (Decode),2015-2016 Math Current Status (avg. distance from level 3),2015-2016 Math Prior Status (age. Distance from level 3),2015-2016 Math Change (Difference between current and prior status),2015-2016 Math Status Level,2015-2016 Math Status Level (Decode),2015-2016 Math Change Level,2015-2016 Math Change Level (Decode),2015-2016 Math Color,2015-2016 Math Color (Decode),2015-2016 Math box,2015-2016 Math box (Decode),2016-2017 English Language Learners,2016-2017 % English Language Learners,2016-2017 FRPM Count,2016-2017 % FRPM Count,2015-2016 SAT: AvgScrRead,2015-2016 SAT: AvgScrMath,2015-2016 SAT: AvgScrWrit,2015-2016 SAT: Number of Test Takers Whose Total 2015-2016 SAT Scores Are Greater or Equal to 1500,2015-2016 SAT: % of Test Takers Whose Total 2015-2016 SAT Scores Are Greater or Equal to 1500,2015-2016 Enrollment Grades 10-12,2015-2016 AP Number Tested,2015-2016 % AP Number Tested,2015-2016 AP Score = 1,2015-2016 AP Score = 2,2015-2016 AP Score = 3,2015-2016 AP Score = 4,2015-2016 AP Score = 5,% 2015-2016 AP Score = 1,% 2015-2016 AP Score = 2,% 2015-2016 AP Score = 3,% 2015-2016 AP Score = 4,% 2015-2016 AP Score = 5,IB,AVID,Dual Language,Arts,Education Equity,US News 
37683790123000,San Ysidro Elementary,Willow Elementary,226 Willow Road,226 Willow Rd.,San Ysidro,92173-3096,CA,(619) 428-2231,8/23/2010,N,Elementary School District,,Elementary Schools (Public),K-8,32.547737,-117.04235,6/18/2015,1074,-62.3,-66.6,4.3,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-75.2,-77.5,2.3,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",824,77%,957,89%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616040349,Santee,Cajon Park Elementary,10300 Magnolia Avenue,10300 Magnolia Ave.,Santee,92071-1704,CA,(619) 956-2400,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,32.865962,-116.97111,6/18/2015,1000,-0.9,-2,1.1,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",-24.3,-29.5,5.2,3,Medium,4,Increased,4,Green,140,"Medium, Increased",91,9%,346,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616040356,Santee,Carlton Hills Elementary,9353 Pike Road,9353 Pike Rd.,Santee,92071-2515,CA,(619) 258-3400,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,32.848026,-116.99684,6/18/2015,601,15.5,16.3,-0.8,4,High,3,Maintained,4,Green,80,"High, Maintained",5.8,6.4,-0.6,4,High,3,Maintained,4,Green,80,"High, Maintained",66,11%,259,43%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616068159,Santee,Carlton Oaks Elementary,9353 Wethersfield Road,9353 Wethersfield Rd.,Santee,92071-2354,CA,(619) 956-4500,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,32.844606,-117.01489,7/27/2016,830,17.6,7.7,9.9,4,High,4,Increased,4,Green,90,"High, Increased",-3.2,-6.3,3.1,4,High,3,Maintained,4,Green,80,"High, Maintained",31,4%,233,28%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616040364,Santee,Chet F. Harritt Elementary,8120 Arlette Street,8120 Arlette St.,Santee,92071-3513,CA,(619) 258-4800,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,32.831437,-117.01939,7/27/2016,646,-4.5,-9.2,4.7,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",-17.7,-32,14.3,3,Medium,4,Increased,4,Green,140,"Medium, Increased",59,9%,304,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616085161,Santee,Hill Creek Elementary,9665 Jeremy Street,9665 Jeremy St.,Santee,92071-2836,CA,(619) 956-5000,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,32.852951,-116.96326,6/18/2015,747,5.5,-33.6,39,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",-13.9,-46.8,33,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",48,6%,257,34%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616040372,Santee,Pepper Drive Elementary,1935 Marlinda Way,1935 Marlinda Way,El Cajon,92020-1155,CA,(619) 956-5100,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,32.826876,-116.95401,6/18/2015,971,10,9.9,0.1,4,High,3,Maintained,4,Green,80,"High, Maintained",-0.6,-5.6,5,4,High,4,Increased,4,Green,90,"High, Increased",149,15%,588,61%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616040380,Santee,PRIDE Academy at Prospect Avenue,9303 Prospect Avenue,9303 Prospect Ave.,Santee,92071-3798,CA,(619) 956-5200,7/1/1961,N,Elementary School District,,Elementary Schools (Public),K-8,32.833793,-116.996,6/18/2015,573,9,3.4,5.6,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",-17.9,-21.8,3.9,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",96,17%,324,57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616085153,Santee,Rio Seco Elementary,9545 Cuyamaca Street,9545 Cuyamaca St.,Santee,92071-2674,CA,(619) 956-5500,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-8,32.851376,-116.98324,6/18/2015,1006,32.6,24.4,8.2,4,High,4,Increased,4,Green,90,"High, Increased",15.4,8.1,7.4,4,High,4,Increased,4,Green,90,"High, Increased",50,5%,312,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683616111041,Santee,Santee Alternative,10250 El Nopal,10250 El Nopal,Santee,92071,CA,(619) 956-2490,,N,Elementary School District,,Alternative Schools of Choice,K-8,32.862499,-116.97421,4/5/2017,31,11.7,-10.9,22.6,4,High,5,Increased Significantly,0,No Color,0,NO COLOR,-53.2,-59.9,6.7,2,Low,4,Increased,0,No Color,0,No Color,1,3%,4,13%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,,,
37683616040406,Santee,Sycamore Canyon Elementary,10201 Settle Road,10201 Settle Rd.,Santee,92071-1099,CA,(619) 956-5400,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.862781,-117.00388,6/18/2015,349,22.6,-5.2,27.8,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",-4.6,-21,16.4,4,High,5,Increased Significantly,5,Blue,100,"High, Increased Significantly",14,4%,77,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37764710123059,SBC - High Tech High,High Tech Elementary Chula Vista,1949 Discovery Falls Drive,1949 Discovery Falls Dr.,Chula Vista,91915-2037,CA,(619) 243-5014,9/6/2011,Y,Statewide Benefit Charter,,Elementary Schools (Public),K-5,32.619241,-116.95858,7/29/2015,406,-35.2,-37,1.8,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-35.3,-41.8,6.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",91,22%,190,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37764710127605,SBC - High Tech High,High Tech Elementary North County,1480 West San Marcos Boulevard,1480 West San Marcos Blvd.,San Marcos,92078-4017,CA,(619) 243-5014,8/26/2013,Y,Statewide Benefit Charter,,Elementary Schools (Public),K-5,33.131439,-117.20377,3/2/2017,365,-37.3,-29.5,-7.8,2,Low,2,Decreased,2,Orange,170,"Low, Declined",-69.1,-48.8,-20.3,2,Low,1,Decreased Significantly,1,Red,160,"Low, Declined Significantly",89,24%,188,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37764710114678,SBC - High Tech High,High Tech High Chula Vista,1945 Discovery Falls Drive,1945 Discovery Falls Dr.,Chula Vista,91915-2037,CA,(619) 243-5014,8/27/2007,Y,Statewide Benefit Charter,,High Schools (Public),9-12,32.62223,-116.95962,10/5/2016,623,49.7,40.7,9,0,No Data,0,No Data,0,No Color,0,NO COLOR,-64.8,-50.5,-14.3,0,No Data,0,No Data,0,No Color,0,No Color,43,7%,311,50%,459,460,452,47,32%,476,1,0%,*,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
37764710114694,SBC - High Tech High,High Tech High North County,1420 San Marcos Boulevard,1420 San Marcos Blvd.,San Marcos,92078-4017,CA,(619) 243-5014,9/10/2007,Y,Statewide Benefit Charter,,High Schools (Public),9-12,33.131486,-117.20153,6/18/2015,447,76.8,47.3,29.5,0,No Data,0,No Data,0,No Color,0,NO COLOR,-20.2,-45.1,24.9,0,No Data,0,No Data,0,No Color,0,No Color,15,3%,162,36%,518,483,499,65,56%,370,3,1%,*,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
37764710123042,SBC - High Tech High,High Tech Middle Chula Vista,1949 Discovery Falls Drive,1949 Discovery Falls Dr.,Chula Vista,91915-2037,CA,(619) 243-5014,9/6/2011,Y,Statewide Benefit Charter,,Intermediate/Middle Schools (Public),6-8,32.619241,-116.95858,9/18/2015,310,-23.2,-16.3,-6.9,2,Low,2,Decreased,2,Orange,170,"Low, Declined",-67.8,-64.9,-2.9,2,Low,2,Decreased,2,Orange,170,"Low, Declined",29,9%,158,51%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37764710119271,SBC - High Tech High,High Tech Middle North County,1460 West San Marcos Boulevard,1460 West San Marcos Blvd.,San Marcos,92078-4017,CA,(619) 243-5014,8/31/2009,Y,Statewide Benefit Charter,,Intermediate/Middle Schools (Public),6-8,33.131433,-117.20232,1/8/2016,334,-0.5,-0.1,-0.4,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",-44.3,-38.6,-5.7,2,Low,2,Decreased,2,Orange,170,"Low, Declined",36,11%,159,48%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37770320134577,SBE - Audeo Charter II,Audeo Charter II,2525 El Camino Real Suite 156,2525 El Camino Real Ste. 156,Carlsbad,92008-1263,CA,(858) 678-2050,9/12/2016,Y,State Board of Education,,K-12 Schools (Public),K-12,33.178324,-117.33234,3/3/2017,287,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,10%,188,66%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37769010134429,SBE - Thrive Public,Thrive Public,4260 54th Street,4260 54th St.,San Diego,92115-6009,CA,(619) 839-9543,8/24/2016,Y,State Board of Education,,K-12 Schools (Public),K-12,32.754058,-117.07999,3/3/2017,461,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,82,18%,235,51%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683876112353,Solana Beach Elementary,Carmel Creek Elementary,4210 Carmel Center Road,4210 Carmel Center Rd.,San Diego,92130-2480,CA,(858) 794-4400,9/5/1994,N,Elementary School District,,Elementary Schools (Public),K-3,32.950872,-117.22565,7/22/2015,321,92.2,70.6,21.7,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",79.8,78.6,1.3,5,Very High,3,Maintained,5,Blue,30,"Very High, Maintained",72,22%,17,5%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683876040455,Solana Beach Elementary,Skyline Elementary,606 Lomas Santa Fe Drive,606 Lomas Santa Fe Dr.,Solana Beach,92075-1400,CA,(858) 794-3600,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.996163,-117.26298,6/18/2015,516,64.2,44.3,19.9,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",35,23.4,11.7,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",58,11%,80,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683876106140,Solana Beach Elementary,Solana Highlands Elementary,3520 Long Run Drive,3520 Long Run Dr.,San Diego,92130-1808,CA,(858) 794-4300,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-3,32.954318,-117.24018,6/18/2015,319,99.9,78,21.8,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",97.5,71.1,26.3,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",49,15%,3,1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683870105825,Solana Beach Elementary,Solana Pacific Elementary,3901 Townsgate Drive,3901 Townsgate Dr.,San Diego,92130-2584,CA,(858) 794-4500,8/9/2004,N,Elementary School District,,Elementary Schools (Public),4-6,32.952072,-117.23132,6/18/2015,571,96,79.6,16.4,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",74.8,59.2,15.6,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",54,9%,21,4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,x,
37683870129049,Solana Beach Elementary,Solana Ranch Elementary,13605 Pacific Highlands Ranch Parkway,13605 Pacific Highlands Ranch Pkwy.,San Diego,92130-5791,CA,(858) 350-6600,8/25/2014,N,Elementary School District,,Elementary Schools (Public),K-6,32.964436,-117.19227,6/18/2015,550,91,84.7,6.3,5,Very High,3,Maintained,5,Blue,30,"Very High, Maintained",80,64.2,15.9,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",68,12%,20,4%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683876111181,Solana Beach Elementary,Solana Santa Fe Elementary,6570 El Apajo,6570 El Apajo,Rancho Santa Fe,92067-8940,CA,(858) 794-4700,9/1/1993,N,Elementary School District,,Elementary Schools (Public),K-6,32.997084,-117.19246,6/18/2015,330,74.3,65.3,9,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",41.6,36.3,5.3,5,Very High,4,Increased,5,Blue,40,"Very High, Increased",20,6%,24,7%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683876070882,Solana Beach Elementary,Solana Vista Elementary,780 Santa Victoria Avenue,780 Santa Victoria Ave.,Solana Beach,92075-1535,CA,(858) 794-3700,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-3,33.00415,-117.25085,8/25/2016,405,95.3,65.1,30.2,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",74.6,51.8,22.8,5,Very High,5,Increased Significantly,5,Blue,50,"Very High, Increased Significantly",67,17%,83,20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956040463,South Bay Union,Bayside STEAM Academy,490 Emory Street,490 Emory St.,Imperial Beach,91932-1524,CA,(619) 628-2500,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.587565,-117.11311,2/9/2017,524,-61.1,-82.2,21.1,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-80.7,-89.6,8.9,2,Low,4,Increased,3,Yellow,190,"Low, Increased",245,47%,400,76%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956040471,South Bay Union,Central Elementary,1290 Ebony Avenue,1290 Ebony Ave.,Imperial Beach,91932-2920,CA,(619) 628-5000,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.577528,-117.10592,2/9/2017,557,-64.3,-66,1.7,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-81.2,-87.7,6.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",274,49%,397,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956040489,South Bay Union,Emory Elementary,1915 Coronado Avenue,1915 Coronado Ave.,San Diego,92154-2021,CA,(619) 628-5300,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.576466,-117.09159,2/9/2017,552,-18.4,-26.8,8.4,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-40,-38.7,-1.3,2,Low,2,Decreased,2,Orange,170,"Low, Declined",210,38%,298,54%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956098487,South Bay Union,George Nicoloff Elementary,1777 Howard Avenue,1777 Howard Ave.,San Ysidro,92173-1235,CA,(619) 428-7100,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.564248,-117.06662,2/9/2017,813,-47.7,-60.9,13.2,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-68,-74.1,6.1,2,Low,4,Increased,3,Yellow,190,"Low, Increased",605,74%,517,64%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956067029,South Bay Union,Godfrey G. Berry Elementary,2001 Rimbey Street,2001 Rimbey St.,San Diego,92154-3032,CA,(619) 628-3500,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.568151,-117.08999,2/9/2017,514,-64.4,-70.1,5.7,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-75.5,-81,5.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",287,56%,382,74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956094973,South Bay Union,Howard Pence Elementary,877 Via Tonga Court,877 Via Tonga Ct.,San Diego,92154-2256,CA,(619) 662-8100,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.579102,-117.06191,2/9/2017,680,-35.6,-53.2,17.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-65.5,-71.1,5.6,2,Low,4,Increased,3,Yellow,190,"Low, Increased",388,57%,513,75%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956040505,South Bay Union,Imperial Beach Charter,650 Imperial Beach Boulevard,650 Imperial Beach Blvd.,Imperial Beach,91932-2706,CA,(619) 628-5600,7/1/1980,Y,Elementary School District,,Elementary Schools (Public),K-8,32.576599,-117.11967,2/9/2017,846,11.7,-4.2,16,4,High,4,Increased,4,Green,90,"High, Increased",-22.5,-38.9,16.4,3,Medium,5,Increased Significantly,4,Green,150,"Medium, Increased Significantly",164,19%,507,60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956040513,South Bay Union,Nestor Language Academy Charter,1455 Hollister Street,1455 Hollister St.,San Diego,92154-4063,CA,(619) 628-0900,7/1/1980,Y,Elementary School District,,Elementary Schools (Public),K-8,32.570376,-117.0841,2/9/2017,962,4.6,-0.8,5.4,3,Medium,3,Maintained,3,Yellow,130,"Medium, Maintained",-3.3,-10.3,7,4,High,4,Increased,4,Green,90,"High, Increased",551,57%,587,61%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37683956040521,South Bay Union,Oneonta Elementary,1311 Tenth Street,1311 Tenth St.,Imperial Beach,91932-3403,CA,(619) 628-8600,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.57272,-117.11215,2/9/2017,533,-20,-28.2,8.2,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-44.5,-50,5.5,2,Low,4,Increased,3,Yellow,190,"Low, Increased",206,39%,278,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,
37683956040539,South Bay Union,Sunnyslope Elementary,2500 Elm Avenue,2500 Elm Ave.,San Diego,92154-1498,CA,(619) 628-8800,7/1/1980,N,Elementary School District,,Elementary Schools (Public),K-6,32.58014,-117.07974,2/9/2017,533,-60.9,-60.7,-0.1,2,Low,3,Maintained,3,Yellow,180,"Low, Maintained",-79.9,-78.6,-1.3,2,Low,2,Decreased,2,Orange,170,"Low, Declined",325,61%,393,74%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,x,,,
37683956116008,South Bay Union,Teofilo Mendoza,2050 Coronado Avenue,2050 Coronado Ave.,San Diego,92154-2034,CA,(619) 424-0100,7/1/1999,N,Elementary School District,,Elementary Schools (Public),K-6,32.576464,-117.08954,2/9/2017,860,-24,-41,17,2,Low,4,Increased,3,Yellow,190,"Low, Increased",-52.4,-65.3,12.9,2,Low,4,Increased,3,Yellow,190,"Low, Increased",436,51%,581,68%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,x,,
37684036120893,Spencer Valley Elementary,California Virtual Academy @ San Diego,50 Moreland Road,50 Moreland Rd.,Simi Valley,93065-1800,CA,(805) 581-0202,9/9/2002,Y,Elementary School District,,K-12 Schools (Public),K-12,34.275868,-118.79798,2/7/2017,2067,-14.6,-18.3,3.7,0,No Data,0,No Data,0,No Color,0,NO COLOR,-68.9,-66.4,-2.5,0,No Data,0,No Data,0,No Color,0,No Color,69,3%,1078,52%,554,527,519,13,62%,804,5,1%,*,*,*,*,*,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
37684030125401,Spencer Valley Elementary,Insight @ San Diego,50 Moreland Road,50 Moreland Rd.,Simi Valley,93065-1800,CA,(805) 581-0202,9/26/2011,Y,Elementary School District,,K-12 Schools (Public),K-12,34.275868,-118.79798,2/7/2017,174,-63.6,0,0,0,No Data,0,No Data,0,No Color,0,NO COLOR,-183.3,-3299.4,0,0,No Data,0,No Data,0,No Color,0,No Color,8,5%,99,57%,NA,NA,NA,NA,#VALUE!,134,0,0%,N/A,N/A,N/A,N/A,N/A,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,
37684116059745,Sweetwater Union High,Bonita Vista Middle,650 Otay Lakes Road,650 Otay Lakes Rd.,Chula Vista,91910-6910,CA,(619) 397-2200,7/1/1980,N,High School District,,Intermediate/Middle Schools (Public),7-8,32.648596,-117.00527,8/6/2015,1137,11.3,9.7,1.6,4,High,3,Maintained,4,Green,80,"High, Maintained",-14.3,-21.7,7.4,3,Medium,4,Increased,4,Green,140,"Medium, Increased",143,13%,389,34%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,x,,,
37684113730405,Sweetwater Union High,Bonita Vista Senior High,751 Otay Lakes Road,751 Otay Lakes Rd.,Chula Vista,91913-2004,CA,(619) 397-2000,7/1/1980,N,High School District,,High Schools (Public),9-12,32.64603,-117.00114,6/18/2015,2326,47.7,28.3,19.4,0,No Data,0,No Data,0,No Color,0,NO COLOR,-26.9,-21.3,-5.6,0,No Data,0,No Data,0,No Color,0,No Color,172,7%,630,27%,500,508,480,182,49%,1857,502,27%,135,209,234,181,137,27%,42%,47%,36%,27%,X,x,,,,Silver
37684116059752,Sweetwater Union High,Castle Park Middle,160 Quintard Street,160 Quintard St.,Chula Vista,91911-4414,CA,(619) 691-5490,7/1/1980,N,High School District,,Intermediate/Middle Schools (Public),7-8,32.604981,-117.05939,6/18/2015,877,-42.4,-63,20.6,2,Low,5,Increased Significantly,3,Yellow,200,"Low, Increased Significantly",-78.5,-68.3,-10.2,2,Low,1,Decreased Significantly,1,Red,160,"Low, Declined Significantly",360,41%,687,78%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,x,,,,
37684113730801,Sweetwater Union High,Castle Park Senior High,1395 Hilltop Drive,1395 Hilltop Dr.,Chula Vista,91911-4529,CA,(619) 585-2000,7/1/1980,N,High School District,,High Schools (Public),9-12,32.606982,-117.05284,6/18/2015,1607,13.9,5.6,8.3,0,No Data,0,No Data,0,No Color,0,NO COLOR,-95.6,-90.2,-5.4,0,No Data,0,No Data,0,No Color,0,No Color,557,35%,1143,71%,454,451,420,24,20%,1130,249,22%,173,134,55,48,31,69%,54%,22%,19%,12%,,x,,,x,
